,10.1.40.113,10.1.40.42,10.254.254.103,10.254.254.120,10.254.254.137,10.254.254.138,10.254.254.143,10.254.254.193,10.254.254.28,10.254.254.29,10.254.254.37,10.254.254.38,10.254.254.42,10.254.254.52,10.254.254.56,10.254.254.57,10.254.254.58,10.254.254.65,10.254.254.66,10.254.254.74,10.254.254.85,10.254.254.94
ip,10.1.40.113,10.1.40.42,10.254.254.103,10.254.254.120,10.254.254.137,10.254.254.138,10.254.254.143,10.254.254.193,10.254.254.28,10.254.254.29,10.254.254.37,10.254.254.38,10.254.254.42,10.254.254.52,10.254.254.56,10.254.254.57,10.254.254.58,10.254.254.65,10.254.254.66,10.254.254.74,10.254.254.85,10.254.254.94
reserved,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
